risk_unexposed,risk_unexposed_low,risk_unexposed_high,risk_exposed,risk_exposed_low,risk_exposed_high,risk_difference,risk_difference_low,risk_difference_high,risk_ratio,risk_ratio_low,risk_ratio_high
0.18305728392753745,0.17769192244074888,0.18854750472998294,0.21677758534888927,0.20680754268763024,0.2270906671000871,0.033720444190227856,0.022138112395993156,0.04530277598446256,1.184205978166194,1.1199320520855063,1.2521686437254358
