risk_unexposed,risk_unexposed_low,risk_unexposed_high,risk_exposed,risk_exposed_low,risk_exposed_high,risk_difference,risk_difference_low,risk_difference_high,risk_ratio,risk_ratio_low,risk_ratio_high
0.13836094004554222,0.1318638395205666,0.14512464712511888,0.15842186775776412,0.1467177094923979,0.17087273298726732,0.02006102036717729,0.006196635394758074,0.03392540533959651,1.1449896630017231,1.0457588858079896,1.2536363268554722
