risk_unexposed,risk_unexposed_low,risk_unexposed_high,risk_exposed,risk_exposed_low,risk_exposed_high,risk_difference,risk_difference_low,risk_difference_high,risk_ratio,risk_ratio_low,risk_ratio_high
0.1584552056508037,0.15199948082358242,0.16513172539177481,0.18783791239583794,0.1761769572814812,0.2000832385251466,0.02938275665990003,0.015631405561353513,0.04313410775844655,1.18543216315876,1.0979933029648026,1.2798342300055943
